trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.5, 'e': 0.26199999999999934}",25,11,25.728697673727737,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.25999999999999934}",20,7,23.20567028701448,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.25799999999999934}",30,19,13.064422400909788,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.25599999999999934}",20,2,-31.475647258032716,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
373,False,"{'a': 0.5, 'e': 0.25399999999999934}",25,9,-13.893969307786557,"{0: 14, 1: 0, 2: 0, 3: 2, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.25199999999999934}",25,7,3.8884797939291964,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.24999999999999933}",25,18,10.361073512418697,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.24799999999999933}",25,7,-51.98635530650905,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
377,False,"{'a': 0.5, 'e': 0.24599999999999933}",25,12,7.817661395714734,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.24399999999999933}",25,16,16.099653650160782,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.24199999999999933}",20,0,28.001210027977784,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
380,False,"{'a': 0.5, 'e': 0.23999999999999932}",20,4,14.802694849353106,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.23799999999999932}",25,11,-2.7256734388134887,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.23599999999999932}",20,0,17.835277918420164,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
383,False,"{'a': 0.5, 'e': 0.23399999999999932}",30,20,-0.8517205377913033,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.23199999999999932}",20,16,9.775981303208388,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.22999999999999932}",20,12,13.601319391663857,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.22799999999999931}",20,16,5.677234196642042,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.2259999999999993}",25,2,-11.196272408568936,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.2239999999999993}",20,9,-32.65514090706695,"{0: 8, 1: 1, 2: 0, 3: 2, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.2219999999999993}",20,9,21.316550036723356,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.2199999999999993}",25,15,-42.38074466403434,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
391,False,"{'a': 0.5, 'e': 0.2179999999999993}",20,0,28.52772325206961,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
392,False,"{'a': 0.5, 'e': 0.2159999999999993}",25,8,7.154232806132534,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.2139999999999993}",20,14,10.905465859236248,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.2119999999999993}",30,16,-2.1051918174372073,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.2099999999999993}",20,12,11.718726340022657,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.2079999999999993}",35,7,-21.355164007306865,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 1}",1
397,False,"{'a': 0.5, 'e': 0.2059999999999993}",20,13,12.080205958421507,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.2039999999999993}",30,13,-13.58642484821846,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
399,False,"{'a': 0.5, 'e': 0.2019999999999993}",30,13,11.650002091955685,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.1999999999999993}",20,0,-20.79554137405086,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
401,False,"{'a': 0.5, 'e': 0.1979999999999993}",30,6,-14.08088121422425,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
402,False,"{'a': 0.5, 'e': 0.19599999999999929}",20,14,10.224108235169705,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.19399999999999928}",20,0,30.979932660814036,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
404,False,"{'a': 0.5, 'e': 0.19199999999999928}",20,0,8.04713644907576,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
405,False,"{'a': 0.5, 'e': 0.18999999999999928}",20,10,-23.804082483348893,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
406,False,"{'a': 0.5, 'e': 0.18799999999999928}",25,13,-24.09966723945932,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
407,False,"{'a': 0.5, 'e': 0.18599999999999928}",25,6,6.0074663896088785,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.18399999999999928}",25,13,22.449262860362126,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.18199999999999927}",30,3,20.76816978950722,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.17999999999999927}",25,5,26.21550286808882,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.17799999999999927}",30,0,1.5931371485857893,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
412,False,"{'a': 0.5, 'e': 0.17599999999999927}",30,4,22.854154875878685,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.17399999999999927}",25,13,17.25477189563808,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.17199999999999926}",25,13,-74.06037916107812,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
415,False,"{'a': 0.5, 'e': 0.16999999999999926}",25,18,13.396415637573952,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.16799999999999926}",25,1,-27.684308645702675,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
417,False,"{'a': 0.5, 'e': 0.16599999999999926}",20,10,6.3033435352510825,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.16399999999999926}",20,2,2.852029488462877,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.16199999999999926}",20,13,6.598938389498957,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.15999999999999925}",20,13,-13.63830814855058,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.15799999999999925}",25,15,22.564457947203334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.15599999999999925}",25,15,10.042499860935697,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.15399999999999925}",25,16,13.988010516290807,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.15199999999999925}",20,0,18.999014651188666,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
425,False,"{'a': 0.5, 'e': 0.14999999999999925}",30,0,37.885913083224374,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
426,False,"{'a': 0.5, 'e': 0.14799999999999924}",30,19,14.64459745934404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.14599999999999924}",20,0,8.861665170826388,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.14399999999999924}",25,0,-51.302190414917206,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
429,False,"{'a': 0.5, 'e': 0.14199999999999924}",25,19,-0.3789388142161265,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.13999999999999924}",20,15,4.225056606333449,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.13799999999999923}",20,11,-4.894679134717676,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.13599999999999923}",25,13,20.770545462025904,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.13399999999999923}",20,13,16.184238443923718,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.13199999999999923}",25,13,23.008704622704073,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.12999999999999923}",25,15,17.85618116126281,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.12799999999999923}",30,19,2.468744943365241,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.12599999999999922}",25,0,12.016276311714623,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
438,False,"{'a': 0.5, 'e': 0.12399999999999922}",25,16,15.092903101178681,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.12199999999999922}",20,7,22.848831064746378,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.11999999999999922}",30,20,16.344379097732677,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.11799999999999922}",25,18,14.300269862976732,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.11599999999999921}",20,0,25.891791690440677,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
443,False,"{'a': 0.5, 'e': 0.11399999999999921}",20,14,-10.679526092217984,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.11199999999999921}",30,22,-28.394366217071816,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
445,False,"{'a': 0.5, 'e': 0.10999999999999921}",20,0,-31.90258770212072,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
446,False,"{'a': 0.5, 'e': 0.10799999999999921}",20,13,-72.52608143778565,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 2}",1
447,False,"{'a': 0.5, 'e': 0.1059999999999992}",20,0,6.976490574040691,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
448,False,"{'a': 0.5, 'e': 0.1039999999999992}",25,20,10.779392640227696,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.1019999999999992}",35,21,-41.25023209467166,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
450,False,"{'a': 0.5, 'e': 0.0999999999999992}",35,19,7.008092869441801,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.0979999999999992}",25,13,-1.630780176402277,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.0959999999999992}",25,0,24.388364081060377,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
453,False,"{'a': 0.5, 'e': 0.0939999999999992}",25,11,11.670460028292588,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.0919999999999992}",20,0,28.47238452595902,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
455,False,"{'a': 0.5, 'e': 0.08999999999999919}",35,8,-15.06433720500582,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 1}",1
456,False,"{'a': 0.5, 'e': 0.08799999999999919}",20,1,15.577586950764228,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.08599999999999919}",20,8,21.624047976266574,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.08399999999999919}",25,14,16.774118725690798,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.08199999999999918}",20,10,16.060072655497233,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.07999999999999918}",25,7,18.404973000229603,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.07799999999999918}",25,14,20.457111679862333,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.07599999999999918}",20,10,16.39922541072486,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.07399999999999918}",30,13,21.40834440188173,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.07199999999999918}",30,5,41.60456938941288,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.06999999999999917}",20,12,3.254371341760627,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.06799999999999917}",25,2,38.50685156375789,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.06599999999999917}",20,11,17.561917597182475,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.06399999999999917}",25,14,21.398568412447766,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.06199999999999917}",25,20,8.415401003036886,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.059999999999999165}",20,13,11.605126652061571,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.05799999999999916}",25,17,14.828993836608728,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.05599999999999916}",30,15,25.538063948516303,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.05399999999999916}",30,18,17.91044881231834,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.05199999999999916}",30,18,23.855789760541764,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.049999999999999156}",20,10,17.762594097110856,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,13,11.512374066922948,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,13,14.307746695427412,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",30,15,26.060577418886297,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,6,27.07364819480439,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,17,16.004054447203607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,19,10.352184161323631,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,11,18.235206275358838,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",30,10,35.64807087309871,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",35,20,29.402262852907715,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,7,27.130565333073392,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
